time,pump,command
2024-01-17-03-10-06,1,1
2024-01-17-05-00-03,2,1
2024-01-17-08-00-05,3,1
2024-01-17-10-22-10,1,1
2024-01-17-10-22-10,2,1
2024-01-17-10-22-10,3,1
2024-01-16-22-23-10,4,0
2024-01-17-10-25-10,4,0
2024-01-17-10-24-14,2,1
2024-01-17-10-24-14,1,1
2024-01-17-10-24-14,3,1
2024-01-17-20-03-09,1,0
2024-01-18-02-42-37,1,1
2024-01-17-19-03-12,2,0
2024-01-18-05-00-05,1,1
2024-01-17-23-03-11,3,0
2024-01-18-05-00-06,2,1
2024-01-18-05-01-36,1,1
2024-01-18-07-58-37,3,1
2024-01-18-21-00-03,3,1
2024-01-18-21-02-37,3,0
2024-01-18-20-53-12,1,0
2024-01-18-21-08-12,1,1
2024-01-18-21-06-02,3,0
2024-01-18-23-07-02,3,1
2024-01-18-19-03-11,2,0
2024-01-18-22-39-12,1,0
2024-01-19-00-00-02,3,0
2024-01-19-08-00-12,3,1
2024-01-19-08-38-37,3,1
2024-01-19-08-40-12,3,0
2024-01-19-08-44-08,3,0
2024-01-19-05-00-12,2,1
2024-01-19-07-00-08,1,1
2024-01-19-09-00-12,3,1
2024-01-19-23-20-04,3,1
2024-01-19-23-22-11,3,1
2024-01-19-23-22-13,3,0
2024-01-19-23-24-07,3,0
2024-01-19-23-26-13,3,0
2024-01-20-02-53-43,3,1
2024-01-19-23-03-09,1,0
2024-01-20-03-03-06,3,0
2024-01-20-06-16-04,1,1
2024-01-19-19-03-03,2,0
2024-01-20-10-00-03,2,1
2024-01-20-08-54-42,1,0
2024-01-20-13-31-40,1,1
2024-01-20-14-19-11,1,0
2024-01-20-14-31-36,1,1
2024-01-20-15-58-39,1,0
2024-01-20-08-51-42,3,1
2024-01-20-16-07-04,1,1
2024-01-21-00-03-11,3,0
2024-01-21-00-58-39,3,1
2024-01-21-00-55-11,1,0
2024-01-21-03-43-36,1,1
2024-01-20-10-59-10,2,0
2024-01-21-09-00-10,2,1
2024-01-21-09-57-02,2,0
2024-01-21-11-00-11,2,1
2024-01-21-01-03-10,3,0
2024-01-21-12-10-03,3,1
2024-01-21-12-38-06,3,0
2024-01-21-11-45-11,2,0
2024-01-21-21-22-04,2,1
2024-01-21-14-00-04,3,1
2024-01-21-05-14-05,1,0
2024-01-21-22-23-05,2,0
2024-01-22-01-00-04,2,1
2024-01-22-04-10-37,2,0
2024-01-21-23-03-09,3,0
2024-01-17-10-27-14,4,0
2024-01-22-05-00-35,2,1
2024-01-22-00-00-05,1,1
2024-01-22-19-03-02,2,0
2024-01-22-21-24-41,2,1
2024-01-22-08-00-04,3,1
2024-01-22-18-00-07,4,1
2024-01-22-19-46-40,1,0
2024-01-22-22-05-39,2,0
2024-01-23-04-19-06,2,1
2024-01-23-05-38-38,2,0
2024-01-22-23-03-10,3,0
2024-01-23-08-00-08,3,1
2024-01-23-08-53-32,3,0
2024-01-23-01-20-15,1,1
2024-01-23-06-02-06,2,1
2024-01-23-19-03-13,1,0
2024-01-23-09-00-12,3,1
2024-01-23-19-17-34,1,1
2024-01-23-19-03-14,2,0
2024-01-22-23-03-11,4,0
2024-01-23-19-48-49,1,0
2024-01-23-19-48-49,2,0
2024-01-23-20-17-04,2,1
2024-01-23-20-00-41,1,1
2024-01-23-22-30-42,1,0
2024-01-23-19-45-49,3,1
2024-01-23-22-40-03,1,1
2024-01-23-21-40-33,2,0
2024-01-24-04-00-08,2,1
2024-01-24-00-39-41,1,0
2024-01-24-04-42-41,2,0
2024-01-23-23-03-03,3,0
2024-01-24-08-00-09,3,1
2024-01-24-08-40-33,3,0
2024-01-24-06-00-06,2,1
2024-01-24-09-00-04,3,1
2024-01-24-05-00-13,1,1
2024-01-24-23-36-43,1,0
2024-01-25-00-21-14,1,1
2024-01-24-19-03-12,2,0
2024-01-25-00-40-09,1,0
2024-01-25-04-02-11,2,1
2024-01-25-05-52-10,2,0
2024-01-24-23-03-08,3,0
2024-01-25-07-00-10,2,1
2024-01-25-09-00-05,3,1
2024-01-25-05-00-03,1,1
2024-01-25-19-03-05,2,0
2024-01-25-22-14-10,1,0
2024-01-25-20-53-11,3,0
2024-01-26-09-00-14,3,1
2024-01-26-13-30-04,3,1
2024-01-26-13-32-38,3,0
2024-01-26-13-34-36,3,0
2024-01-26-05-00-08,2,1
2024-01-26-14-42-40,3,1
2024-01-26-07-00-11,1,1
2024-01-26-19-12-42,3,0
2024-01-26-23-03-06,1,0
2024-01-27-14-42-12,1,1
2024-01-27-15-43-43,1,0
2024-01-27-15-54-09,1,1
2024-01-27-16-33-13,1,0
2024-01-27-16-36-33,1,1
2024-01-26-18-33-37,2,0
2024-01-27-17-52-13,1,1
2024-01-27-17-52-13,2,1
2024-01-27-14-00-09,3,1
2024-01-27-20-42-41,3,0
2024-01-27-17-54-10,1,1
2024-01-28-00-07-34,3,1
2024-01-28-00-56-40,1,0
2024-01-28-01-13-35,1,1
2024-01-27-18-32-11,2,0
2024-01-28-01-03-05,3,0
2024-01-28-13-00-06,3,1
2024-01-28-13-37-37,3,0
2024-01-28-10-01-06,2,1
2024-01-28-14-00-09,3,1
2024-01-28-16-46-42,3,1
2024-01-28-16-48-11,3,0
2024-01-28-02-11-10,1,0
2024-01-28-17-04-10,1,1
2024-01-28-17-32-43,1,0
2024-01-28-17-38-41,1,1
2024-01-28-18-10-39,1,0
2024-01-28-14-16-41,2,0
2024-01-28-16-51-35,3,0
2024-01-23-19-48-49,4,0
2024-01-28-18-45-06,2,0
2024-01-28-18-45-07,3,0
2024-01-28-18-45-07,4,0
2024-01-28-18-42-06,1,1
2024-01-28-18-46-35,1,0
2024-01-28-18-46-36,3,0
2024-01-28-21-09-04,3,1
2024-01-28-18-46-35,2,0
2024-01-29-02-00-04,2,1
2024-01-29-03-08-03,2,0
2024-01-28-23-03-10,3,0
2024-01-28-18-46-36,4,0
2024-01-28-20-00-10,1,1
2024-01-29-05-00-06,2,1
2024-01-29-09-00-11,3,1
2024-01-29-18-00-06,4,1
2024-01-29-19-03-12,1,0
2024-01-29-19-03-12,2,0
2024-01-29-23-03-13,3,0
2024-01-30-09-00-03,3,1
2024-01-30-15-39-39,3,0
2024-01-30-05-00-04,1,1
2024-01-30-05-52-37,2,1
2024-01-30-16-21-40,3,1
2024-01-30-20-23-07,3,0
2024-01-30-21-20-35,3,1
2024-01-30-19-03-04,1,0
2024-01-30-19-03-04,2,0
2024-01-30-23-03-13,3,0
2024-01-31-05-00-03,2,1
2024-01-29-23-03-13,4,0
2024-01-31-19-03-03,2,0
2024-01-31-05-00-03,1,1
2024-01-31-19-14-41,4,1
2024-01-31-08-00-12,3,1
2024-02-01-01-53-45,1,0
2024-02-01-01-53-45,2,0
2024-02-01-01-53-45,3,0
2024-02-01-01-53-45,4,0
2024-02-01-01-56-44,1,0
2024-02-01-01-56-44,2,0
2024-02-01-01-56-44,3,0
2024-02-01-01-56-44,4,0
2024-02-01-02-04-46,1,0
2024-02-01-02-04-46,2,0
2024-02-01-02-04-47,3,0
2024-02-01-05-00-03,1,1
2024-02-01-06-17-08,2,1
2024-02-01-09-00-13,3,1
2024-02-01-21-32-43,3,0
2024-02-01-23-56-06,3,1
2024-02-01-19-03-11,2,0
2024-02-02-05-00-05,2,1
2024-02-01-19-03-11,1,0
2024-02-02-05-57-08,2,0
2024-02-02-01-03-12,3,0
2024-02-02-07-00-08,2,1
2024-02-02-09-00-03,3,1
2024-02-02-07-00-08,1,1
2024-02-02-19-03-03,2,0
2024-02-03-11-00-08,2,1
2024-02-02-20-20-13,3,0
2024-02-03-12-19-38,2,0
2024-02-03-15-08-02,2,1
2024-02-03-16-11-37,2,0
2024-02-03-14-00-09,3,1
2024-02-03-18-48-07,2,1
2024-02-02-23-03-06,1,0
2024-02-03-23-59-36,1,1
2024-02-04-01-37-38,1,1
2024-02-04-01-40-12,1,0
2024-02-04-01-43-39,1,0
2024-02-04-07-05-08,1,1
2024-02-04-08-49-07,1,1
2024-02-04-08-51-10,1,1
2024-02-04-08-51-42,1,0
2024-02-04-08-53-09,1,0
2024-02-03-19-26-05,2,0
2024-02-04-10-00-13,2,1
2024-02-04-10-42-33,2,0
2024-02-04-12-42-37,2,1
2024-02-03-19-10-10,3,0
2024-02-04-13-42-10,2,0
2024-02-04-16-50-41,2,1
2024-02-04-14-00-04,3,1
2024-02-04-08-55-35,1,0
2024-02-04-22-37-36,1,1
2024-02-04-23-55-36,1,1
2024-02-04-23-57-39,1,1
2024-02-04-23-58-10,1,0
2024-02-04-23-59-12,1,0
2024-02-05-00-02-05,1,0
2024-02-04-18-03-40,2,0
2024-02-04-18-31-12,3,0
2024-02-01-02-04-47,4,0
2024-02-05-00-13-41,2,0
2024-02-05-02-00-12,2,1
2024-02-05-00-13-41,1,0
2024-02-05-03-36-40,2,0
2024-02-05-00-13-42,3,0
2024-02-05-09-00-13,3,1
2024-02-05-00-13-42,4,0
2024-02-05-04-00-10,1,1
2024-02-05-05-00-03,2,1
2024-02-05-16-29-42,3,0
2024-02-05-19-06-42,3,1
2024-02-05-20-18-05,3,1
2024-02-05-20-20-06,3,0
2024-02-05-18-00-10,4,1
2024-02-05-18-29-40,1,0
2024-02-05-19-03-13,2,0
2024-02-05-20-23-32,3,0
2024-02-06-09-00-06,3,1
2024-02-06-05-00-06,1,1
2024-02-06-07-00-08,2,1
2024-02-06-11-48-04,1,0
2024-02-06-11-48-04,2,0
2024-02-06-10-51-40,3,0
2024-02-05-23-03-12,4,0
2024-02-06-12-16-41,1,1
2024-02-06-12-16-41,2,1
2024-02-06-12-16-41,3,1
2024-02-06-13-01-39,1,0
2024-02-06-13-01-39,2,0
2024-02-06-13-01-39,3,0
2024-02-06-14-30-06,3,1
2024-02-06-16-09-38,3,0
2024-02-06-17-30-42,3,1
2024-02-06-14-30-06,1,1
2024-02-06-14-30-06,2,1
2024-02-06-18-59-13,1,0
2024-02-06-18-59-13,2,0
2024-02-06-18-45-04,3,0
2024-02-06-12-19-41,4,0
2024-02-06-19-20-08,1,0
2024-02-06-19-20-08,2,0
2024-02-06-19-20-08,3,0
2024-02-06-19-20-08,4,0
2024-02-06-19-21-12,3,0
2024-02-06-20-02-38,3,1
2024-02-06-20-46-38,3,1
2024-02-06-20-49-13,3,0
2024-02-06-19-21-12,1,0
2024-02-06-19-21-12,2,0
2024-02-06-20-52-09,3,0
2024-02-07-09-00-12,3,1
2024-02-07-07-00-07,2,1
2024-02-07-05-00-10,1,1
2024-02-07-20-03-08,1,0
2024-02-07-19-03-11,2,0
2024-02-07-16-03-07,3,0
2024-02-08-09-00-07,3,1
2024-02-08-14-32-07,3,1
2024-02-08-14-34-41,3,0
2024-02-08-07-00-08,2,1
2024-02-08-06-00-10,1,1
2024-02-08-17-18-36,2,0
2024-02-08-18-03-08,1,0
2024-02-08-14-37-10,3,0
2024-02-09-09-00-12,3,1
2024-02-09-08-00-37,1,1
2024-02-09-18-05-43,1,1
2024-02-09-18-08-05,1,0
2024-02-09-07-59-11,2,1
2024-02-09-16-17-37,3,0
2024-02-11-14-00-13,3,1
2024-02-11-16-16-11,3,0
2024-02-11-20-01-11,3,1
2024-02-09-18-11-40,1,0
2024-02-09-19-03-07,2,0
2024-02-11-20-56-37,3,0
2024-02-12-09-00-12,3,1
2024-02-12-09-55-37,3,0
2024-02-12-11-02-13,3,1
2024-02-06-19-21-13,4,0
2024-02-12-04-00-06,1,1
2024-02-12-05-00-02,2,1
2024-02-12-18-00-03,4,1
2024-02-12-19-03-36,2,0
2024-02-12-16-03-12,3,0
2024-02-12-19-03-36,1,0
2024-02-13-09-00-08,3,1
2024-02-13-09-12-36,1,1
2024-02-13-08-00-06,2,1
2024-02-13-19-03-04,1,0
2024-02-13-19-03-04,2,0
2024-02-13-16-03-09,3,0
2024-02-14-09-00-10,3,1
2024-02-14-17-35-42,3,1
2024-02-14-17-38-05,3,0
2024-02-14-07-00-08,2,1
2024-02-14-06-00-10,1,1
2024-02-14-20-03-04,1,0
2024-02-14-19-03-13,2,0
2024-02-14-17-40-09,3,0
2024-02-15-09-00-03,3,1
2024-02-15-17-46-33,3,1
2024-02-15-17-49-08,3,0
2024-02-15-06-00-09,1,1
2024-02-15-07-00-05,2,1
2024-02-15-19-03-15,2,0
2024-02-15-17-51-40,3,0
2024-02-15-19-03-15,1,0
2024-02-16-09-00-10,3,1
2024-02-16-16-01-40,3,1
2024-02-16-16-03-09,3,0
2024-02-16-08-00-06,2,1
2024-02-16-09-37-34,1,1
2024-02-16-16-06-07,3,0
2024-02-17-14-00-06,3,1
2024-02-16-23-03-04,1,0
2024-02-16-19-03-11,2,0
2024-02-17-17-58-41,3,0
2024-02-12-23-03-03,4,0
2024-02-18-14-36-42,1,1
2024-02-18-14-36-42,2,1
2024-02-18-14-36-42,3,1
2024-02-18-14-39-43,4,0
2024-02-18-18-51-08,1,0
2024-02-18-18-51-08,2,0
2024-02-19-04-00-03,1,1
2024-02-19-05-00-04,2,1
2024-02-18-18-51-09,3,0
2024-02-18-18-51-09,4,0
2024-02-19-10-29-38,3,1
2024-02-19-10-32-39,4,0
2024-02-19-10-29-38,1,1
2024-02-19-10-29-38,2,1
2024-02-19-18-00-07,4,1
2024-02-19-19-03-07,1,0
2024-02-19-19-03-07,2,0
2024-02-20-07-00-03,2,1
2024-02-20-07-56-13,2,0
2024-02-19-16-03-08,3,0
2024-02-20-05-00-14,1,1
2024-02-20-09-00-05,2,1
2024-02-20-09-00-05,3,1
2024-02-19-23-03-04,4,0
2024-02-20-15-52-43,3,1
2024-02-20-15-52-43,1,1
2024-02-20-15-52-43,2,1
2024-02-20-16-03-11,3,0
2024-02-20-15-55-43,4,0
2024-02-20-16-18-11,1,1
2024-02-20-16-18-11,2,1
2024-02-20-16-21-11,3,0
2024-02-20-16-21-12,4,0
2024-02-20-19-07-36,1,1
2024-02-20-19-34-02,1,0
2024-02-20-19-10-36,2,0
2024-02-20-19-10-36,3,0
2024-02-21-09-00-02,3,1
2024-02-21-14-12-42,3,1
2024-02-21-14-15-06,3,0
2024-02-21-14-17-08,3,0
2024-02-21-07-00-10,2,1
2024-02-21-18-33-04,3,1
2024-02-21-07-00-10,1,1
2024-02-21-20-03-04,1,0
2024-02-22-06-00-07,1,1
2024-02-21-19-03-10,2,0
2024-02-21-19-14-07,3,0
2024-02-20-19-10-37,4,0
2024-02-22-06-21-15,2,0
2024-02-22-06-21-15,3,0
2024-02-22-09-00-13,3,1
2024-02-22-10-49-03,3,0
2024-02-22-14-30-43,3,1
2024-02-22-06-18-14,1,1
2024-02-22-08-00-13,2,1
2024-02-22-19-03-08,1,0
2024-02-22-19-03-08,2,0
2024-02-22-16-03-08,3,0
2024-02-23-09-00-09,3,1
2024-02-23-10-44-32,3,1
2024-02-23-10-47-07,3,0
2024-02-23-08-00-05,2,1
2024-02-23-08-00-05,1,1
2024-02-23-10-48-08,3,0
2024-02-25-14-00-06,3,1
2024-02-25-16-58-36,3,1
2024-02-25-17-01-10,3,0
2024-02-23-23-03-03,1,0
2024-02-23-19-03-08,2,0
2024-02-25-17-04-32,3,0
2024-02-22-06-21-15,4,0
2024-02-26-10-43-45,1,1
2024-02-26-10-43-45,2,1
2024-02-26-10-43-45,3,1
2024-02-26-10-46-45,4,0
2024-02-26-11-02-44,3,1
2024-02-26-11-05-44,4,0
2024-02-26-11-02-43,1,1
2024-02-26-11-02-44,2,1
2024-02-26-18-00-13,4,1
2024-02-26-19-03-06,1,0
2024-02-26-19-03-06,2,0
2024-02-26-16-03-09,3,0
2024-02-27-07-00-08,1,1
2024-02-27-07-00-08,2,1
2024-02-27-09-00-10,3,1
2024-02-26-23-03-05,4,0
2024-02-27-15-06-38,2,1
2024-02-27-15-06-38,1,1
2024-02-27-19-03-07,1,0
2024-02-27-18-22-10,2,0
2024-02-27-15-09-38,3,0
2024-02-28-10-00-06,3,1
2024-02-28-11-40-12,3,1
2024-02-28-11-42-11,3,0
2024-02-28-07-00-11,1,1
2024-02-28-08-00-09,2,1
2024-02-28-11-44-12,3,0
2024-02-27-15-09-38,4,0
2024-02-28-14-34-42,1,0
2024-02-28-14-34-42,2,0
2024-02-28-14-34-42,3,0
2024-02-28-14-34-42,4,0
2024-02-28-17-37-37,1,1
2024-02-28-17-37-37,2,1
2024-02-28-19-03-13,1,0
2024-02-28-19-03-13,2,0
2024-02-28-17-40-37,3,0
2024-02-28-17-40-37,4,0
2024-02-29-03-14-13,2,0
2024-02-29-03-14-13,3,0
2024-02-29-03-14-13,1,0
2024-02-29-10-00-07,1,1
2024-02-29-08-00-13,2,1
2024-02-29-09-00-26,3,1
2024-02-29-12-48-11,1,0
2024-02-29-12-48-11,2,0
2024-02-29-12-55-03,1,1
2024-02-29-12-55-03,2,1
2024-02-29-13-33-12,2,0
2024-02-29-16-15-04,2,1
2024-02-29-19-03-05,2,0
2024-02-29-13-33-12,1,0
2024-03-01-09-28-33,1,1
2024-02-29-12-48-11,3,0
2024-02-29-03-14-13,4,0
2024-03-01-09-30-07,3,0
2024-03-01-10-00-05,3,1
2024-03-01-09-27-07,2,1
2024-03-01-09-30-07,1,1
2024-03-01-23-03-09,1,0
2024-03-01-19-03-05,2,0
2024-03-01-11-42-03,3,0
2024-03-01-09-30-07,4,0
2024-03-02-09-52-11,1,0
2024-03-02-09-52-11,2,0
2024-03-02-09-52-11,3,0
2024-03-02-09-52-11,4,0
2024-03-03-06-29-39,1,0
2024-03-03-06-29-39,2,0
2024-03-03-06-29-39,3,0
2024-03-03-06-29-39,4,0
2024-03-05-12-50-44,1,1
2024-03-05-12-50-44,2,1
2024-03-05-12-50-44,3,1
2024-03-05-13-03-12,1,0
2024-03-05-13-03-12,2,0
2024-03-05-13-03-12,3,0
2024-03-05-12-53-45,4,0
2024-03-05-13-16-35,1,0
2024-03-05-13-16-35,2,0
2024-03-05-15-00-13,1,1
2024-03-05-15-00-13,2,1
2024-03-05-17-10-41,1,0
2024-03-05-19-03-06,2,0
2024-03-06-06-00-07,1,1
2024-03-06-07-25-41,2,1
2024-03-05-13-16-36,3,0
2024-03-05-13-16-37,4,0
2024-03-06-09-34-45,3,0
2024-03-06-09-31-45,2,1
2024-03-06-11-44-02,2,0
2024-03-06-10-00-04,3,1
2024-03-06-12-00-06,2,1
2024-03-06-09-31-45,1,1
2024-03-06-16-15-08,1,0
2024-03-06-20-57-34,1,1
2024-03-06-21-03-05,1,0
2024-03-06-15-30-13,2,0
2024-03-07-08-00-08,2,1
2024-03-07-06-00-06,1,1
2024-03-07-09-13-05,1,1
2024-03-07-09-14-39,1,0
2024-03-07-08-51-10,2,0
2024-03-06-12-27-33,3,0
2024-03-07-10-00-04,3,1
2024-03-07-09-49-38,2,1
2024-03-07-12-48-06,2,1
2024-03-07-12-49-08,2,1
2024-03-07-12-50-40,2,0
2024-03-07-12-51-43,2,0
2024-03-07-09-18-06,1,0
2024-03-07-12-54-38,2,0
2024-03-07-10-44-11,3,0
2024-03-06-09-34-45,4,0
2024-03-07-13-04-39,3,0
2024-03-07-13-17-41,3,1
2024-03-07-14-07-35,3,1
2024-03-07-14-08-39,3,1
2024-03-07-14-10-09,3,0
2024-03-07-14-10-42,3,1
2024-03-07-14-11-14,3,0
2024-03-07-14-11-32,3,1
2024-03-07-14-12-40,3,0
2024-03-07-14-14-07,3,0
2024-03-07-13-04-39,2,0
2024-03-07-14-16-35,3,0
2024-03-07-15-27-38,3,1
2024-03-07-15-04-07,2,1
2024-03-07-13-04-39,1,0
2024-03-07-16-03-10,3,0
2024-03-07-13-04-39,4,0
2024-03-07-16-42-42,3,0
2024-03-07-16-39-42,2,1
2024-03-07-17-48-05,2,1
2024-03-07-17-50-38,2,0
2024-03-07-16-53-40,3,1
2024-03-07-16-42-42,1,0
2024-03-07-17-54-42,2,0
2024-03-07-18-03-07,3,0
2024-03-07-16-42-42,4,0
2024-03-07-22-21-18,3,0
2024-03-07-23-02-39,3,1
2024-03-08-00-02-04,3,1
2024-03-08-00-04-39,3,0
2024-03-07-22-21-18,2,0
2024-03-08-08-00-09,2,1
2024-03-07-22-21-18,1,0
2024-03-08-00-07-40,3,0
2024-03-08-08-54-40,2,0
2024-03-08-09-00-07,1,1
2024-03-08-10-00-08,2,1
2024-03-08-09-00-07,3,1
2024-03-07-22-21-18,4,0
2024-03-08-14-34-16,2,1
2024-03-08-14-34-17,3,1
2024-03-08-14-48-33,2,0
2024-03-08-14-34-16,1,1
2024-03-08-18-26-40,2,1
2024-03-08-16-03-03,3,0
2024-03-08-14-37-17,4,0
2024-03-08-19-03-13,1,1
2024-03-08-19-12-09,1,0
2024-03-08-19-06-13,2,0
2024-03-08-19-06-14,3,0
2024-03-08-19-06-14,4,0
2024-03-09-06-09-10,3,0
2024-03-09-15-43-03,3,1
2024-03-09-16-10-35,3,1
2024-03-09-16-13-10,3,0
2024-03-09-06-09-09,1,0
2024-03-09-06-09-09,2,0
2024-03-09-16-14-12,3,0
2024-03-09-06-09-10,4,0
2024-03-10-00-51-43,1,0
2024-03-10-00-51-43,2,0
2024-03-10-00-51-44,3,0
2024-03-10-00-51-44,4,0
2024-03-10-02-20-08,1,0
2024-03-10-02-20-08,2,0
2024-03-10-02-20-09,3,0
2024-03-10-02-20-09,4,0
2024-03-10-09-05-42,1,0
2024-03-10-09-05-42,2,0
2024-03-10-09-05-42,3,0
2024-03-10-09-05-42,4,0
2024-03-10-15-32-11,1,0
2024-03-10-15-32-11,2,0
2024-03-10-15-32-11,3,0
2024-03-10-15-32-11,4,0
2024-03-10-17-02-45,1,0
2024-03-10-17-02-45,2,0
2024-03-10-17-02-45,3,0
2024-03-10-17-02-46,4,0
2024-03-11-09-56-46,3,0
2024-03-11-10-00-04,3,1
2024-03-11-09-53-45,1,1
2024-03-11-09-53-45,2,1
2024-03-11-11-25-06,3,0
2024-03-11-09-56-46,4,0
2024-03-11-13-55-08,1,1
2024-03-11-13-55-08,2,1
2024-03-11-13-58-08,4,0
2024-03-11-18-00-13,4,1
2024-03-11-17-03-12,1,0
2024-03-11-17-41-06,2,0
2024-03-11-13-58-08,3,0
2024-03-11-23-03-12,4,0
2024-03-12-13-11-44,3,1
2024-03-12-13-50-45,3,1
2024-03-12-13-51-48,3,0
2024-03-12-13-11-44,1,1
2024-03-12-13-11-44,2,1
2024-03-12-13-55-33,3,0
2024-03-12-13-14-44,4,0
2024-03-12-14-06-09,1,1
2024-03-12-14-27-44,1,0
2024-03-12-14-06-09,2,1
2024-03-12-14-27-44,2,0
2024-03-12-14-09-09,3,0
2024-03-12-14-09-09,4,0
2024-03-12-14-27-45,3,0
2024-03-12-14-29-15,1,1
2024-03-12-14-29-15,2,1
2024-03-12-15-35-20,3,1
2024-03-12-14-27-45,4,0
2024-03-12-15-46-09,3,1
2024-03-12-15-46-09,2,1
2024-03-12-16-42-37,2,1
2024-03-12-16-44-04,2,1
2024-03-12-16-45-12,2,0
2024-03-12-16-46-39,2,0
2024-03-12-15-46-09,1,1
2024-03-12-17-36-40,1,0
2024-03-12-16-48-33,2,0
2024-03-12-16-03-10,3,0
2024-03-12-15-49-09,4,0
2024-03-12-19-25-14,1,1
