16,16,16,16,16,16,16
16,16,16,16,16,16,16
16,16,16,16,16,16,16
16,16,16,16,16,16,16
18,16,16,16,16,16,16
19,18,18,18,16,16,16
20,19,19,19,16,16,16
20,20,20,20,16,16,16
20,20,20,20,16,16,16
20,20,20,20,16,16,16
20,20,20,20,16,16,16
20,20,20,20,16,16,16
20,20,20,20,16,16,16
19,19,19,19,16,16,16
20,20,20,20,16,16,16
20,20,20,20,16,16,16
20,20,20,20,16,16,16
16,20,20,16,16,16,16
16,16,20,16,16,16,16
16,16,20,16,16,16,16
16,16,16,16,16,16,16
16,16,16,16,16,16,16
16,16,16,16,16,16,16
16,16,16,16,16,16,16
