18,16,16,16,19,19,19
16,16,16,16,16,19,16
16,16,16,16,16,19,16
16,16,16,16,16,16,16
16,16,16,16,16,16,16
16,16,16,16,16,16,16
16,16,16,16,16,16,16
16,16,16,16,16,16,16
16,16,16,16,16,16,16
16,16,16,16,16,16,16
16,16,16,16,16,16,16
16,16,16,16,16,16,16
16,16,16,16,16,16,16
16,16,16,16,16,16,16
16,16,16,16,16,16,16
18,18,18,18,18,18,18
19,19,19,19,19,19,19
19,19,19,19,19,19,19
19,19,19,19,19,19,19
19,19,19,19,19,19,19
19,19,19,19,19,19,19
19,19,19,19,19,19,19
19,19,19,19,19,19,19
16,16,16,19,19,19,16
